Subawardee UEI,Subawardee Vendor Name,Subawardee DBA Name,Parent UEI,Parent Vendor Name,Subaward Report ID,Subaward Report Number,Subaward Number,Subaward Date,Submitted Date,Subaward Amount $,Subaward Description,Subawardee Street Address,Subawardee Street Address 2,Subawardee City,Subawardee Congressional District,Subawardee State Code,Subawardee State Name,Country Code,Country Name,Subawardee ZIP,Business Type Codes,Business Type Names,Top Pay Salaries,Top Pay Employee Names,Prime PIID,Prime Contract Key,Agency ID,Referenced IDV PIID,Referenced IDV Agency ID,Prime Award Type,Total Contract Value $,Base Award Date Signed,Prime Entity UEI,Prime Entity Name,Description of Requirement,Prime NAICS,Prime NAICS Description,Funding Agency Code,Funding Agency Name,Funding Office Code,Funding Office Name,Funding Department Code,Funding Department Name,Contracting Agency Code,Contracting Agency Name,Contracting Office Code,Contracting Office Name,Contracting Department Code,Contracting Department Name,HII Work-Item Code,Builder,SWBS Subsystem,SWBS,SWBS basis,Direct Hull Text,Direct Hull Count,Prime Requirement Hull Text,Prime Requirement Hull Count,Lifecycle Stage,Lifecycle Stage Basis,Date Source Confidence,Narrowing Result,Lifecycle Confidence
JU2ME5ZK8VL3,"MMC METROLOGY LAB, INC",HUNTINGTON INGALLS INCORPORATED,,,20701211,a0ac7e78-fcb9-11ef-8e2a-e7034f2d18cd,1132962-1,2020-01-10,2020-02-26,26000.0,"03106-01 GAUGES, PRESS DDG125",4989 CLEVELAND STREET,,virginia beach,02,VA,Virginia,USA,United States,234622525,2X; 8W; A2; XS,For-Profit Organization; Woman-Owned Business; S Corporation,,,N0002413C2307,CONT_AWD_N0002413C2307_9700_-NONE-_-NONE-,9700,,,AWARD,3.344628911E9,2020-02-18,C3NLZNSMU254,HUNTINGTON INGALLS INCORPORATED,CONSTRUCT FY18 ARLEIGH BURKE CLASS GUIDED MISSILE DESTROYER DDG 128,336611,336611 -- Ship Building and Repairing,1700,DEPT OF THE NAVY,N00024,NAVSEA HQ,9700,DEPT OF DEFENSE,1700,DEPT OF THE NAVY,N69316,SUP OF SHIPBUILDING CONV AND REPAIR,9700,DEPT OF DEFENSE,03106-01,HII-Ingalls,,,,DDG 125,1,DDG 128,1,Construction,Jan 2020 within DDG 125 construction window,Actual,,
PQGNEEY9W5M3,NORTHROP GRUMMAN SYSTEMS CORPORATION,Ingalls Shipbuilding,NKVZLJL93QT6,NORTHROP GRUMMAN CORPORATION,20701287,a0adc40e-fcb9-11ef-8e2a-e7034f2d18cd,1144492-1,2020-04-02,2020-05-26,61500.0,INDICATOR FAULT (DDG125) COA4,1070 SEMINOLE TRL,,charlottesville,05,VA,Virginia,USA,United States,229012827,2X; MF,For-Profit Organization; Manufacturer of Goods,,,N0002413C2307,CONT_AWD_N0002413C2307_9700_-NONE-_-NONE-,9700,,,AWARD,3.344628911E9,2020-05-26,C3NLZNSMU254,HUNTINGTON INGALLS INCORPORATED,CONSTRUCT FY13 DDG 51 CLASS GUIDED MISSILE DESTROYER DDG 117 CONSTRUCT FY16 DDG 51 CLASS GUIDED MISSILE DESTROYER DDG 123,336611,336611 -- Ship Building and Repairing,1700,DEPT OF THE NAVY,N00024,NAVSEA HQ,9700,DEPT OF DEFENSE,1700,DEPT OF THE NAVY,N69316,SUP OF SHIPBUILDING CONV AND REPAIR,9700,DEPT OF DEFENSE,,HII-Ingalls,,,,DDG 125,1,DDG 117 / DDG 123,2,Construction,Apr 2020 within DDG 125 construction window,Actual,,
PNLJW4UFU1A8,"MARK C. POPE ASSOCIATES, INC.",Ingalls Shipbuilding,PNLJW4UFU1A8,"MARK C. POPE ASSOCIATES, INC.",20701037,a0aaaf6c-fcb9-11ef-8e2a-e7034f2d18cd,1145005-1,2020-04-14,2020-05-26,496500.0,CONVERTER FREQ (DDG125) COA4,4910 MARTIN CT SE,,smyrna,13,GA,Georgia,USA,United States,300824938,27; 2X; MF; XS,Self-Certified Small Disadvantaged Business; For-Profit Organization; Manufacturer of Goods; S Corporation,,,N0002413C2307,CONT_AWD_N0002413C2307_9700_-NONE-_-NONE-,9700,,,AWARD,3.344628911E9,2020-05-26,C3NLZNSMU254,HUNTINGTON INGALLS INCORPORATED,CONSTRUCT FY13 DDG 51 CLASS GUIDED MISSILE DESTROYER DDG 117 CONSTRUCT FY16 DDG 51 CLASS GUIDED MISSILE DESTROYER DDG 123,336611,336611 -- Ship Building and Repairing,1700,DEPT OF THE NAVY,N00024,NAVSEA HQ,9700,DEPT OF DEFENSE,1700,DEPT OF THE NAVY,N69316,SUP OF SHIPBUILDING CONV AND REPAIR,9700,DEPT OF DEFENSE,,HII-Ingalls,,,,DDG 125,1,DDG 117 / DDG 123,2,Construction,Apr 2020 within DDG 125 construction window,Actual,,
EEJPJ342F3P1,"TABET MANUFACTURING COMPANY, INC.",Ingalls Shipbuilding,,,20701768,a248f70c-fcb9-11ef-8e2a-e7034f2d18cd,1147050-1,2020-04-24,2020-05-26,71256.0,SWITCH ASSY (DDG125) COA4,1336 BALLENTINE BLVD,,norfolk,03,VA,Virginia,USA,United States,235043808,2X; MF,For-Profit Organization; Manufacturer of Goods,,,N0002413C2307,CONT_AWD_N0002413C2307_9700_-NONE-_-NONE-,9700,,,AWARD,3.344628911E9,2020-05-26,C3NLZNSMU254,HUNTINGTON INGALLS INCORPORATED,CONSTRUCT FY13 DDG 51 CLASS GUIDED MISSILE DESTROYER DDG 117 CONSTRUCT FY16 DDG 51 CLASS GUIDED MISSILE DESTROYER DDG 123,336611,336611 -- Ship Building and Repairing,1700,DEPT OF THE NAVY,N00024,NAVSEA HQ,9700,DEPT OF DEFENSE,1700,DEPT OF THE NAVY,N69316,SUP OF SHIPBUILDING CONV AND REPAIR,9700,DEPT OF DEFENSE,,HII-Ingalls,,,,DDG 125,1,DDG 117 / DDG 123,2,Construction,Apr 2020 within DDG 125 construction window,Actual,,
ZVKEBJ4HQHB8,"HEILIND MIL-AERO, LLC",Ingalls Shipbuilding,HTHFAYHMJWT4,"HEILIND ELECTRONICS, INC",20700619,9e711ba0-fcb9-11ef-8e2a-e7034f2d18cd,1164155-1,2020-09-04,2020-11-11,41993.39,DDG125 CABLE TERMINATION KITS,100C MOUNT HOLLY BY PASS,,lumberton,03,NJ,New Jersey,USA,United States,080481112,2X; LJ,For-Profit Organization; Limited Liability Company,,,N0002413C2307,CONT_AWD_N0002413C2307_9700_-NONE-_-NONE-,9700,,,AWARD,3.344628911E9,2020-11-06,C3NLZNSMU254,HUNTINGTON INGALLS INCORPORATED,"DDG 51 CLASS GUIDED MISSILE DESTROYER DDG 117, 119, 121, 123&125 - REVISED BILLING PRICE AND WEIGHTING FACTORS FOR 2ND QUARTER 2020",336611,336611 -- Ship Building and Repairing,1700,DEPT OF THE NAVY,N00024,NAVSEA HQ,9700,DEPT OF DEFENSE,1700,DEPT OF THE NAVY,N69316,SUP OF SHIPBUILDING CONV AND REPAIR,9700,DEPT OF DEFENSE,,HII-Ingalls,,,,DDG 125,1,DDG 117 / DDG 119 / DDG 121 / DDG 123 / DDG 125,5,Construction,Sep 2020 within DDG 125 construction window,Actual,,
CAKCE9S4WL78,"AZTEC GLOBAL SOLUTIONS, INC.",Ingalls Shipbuilding,CAKCE9S4WL78,"AZTEC GLOBAL SOLUTIONS, INC.",20699925,9e692fda-fcb9-11ef-8e2a-e7034f2d18cd,1164017-1,2020-09-09,2020-11-11,36248.0,05242-01  DDG125,1201 ACTIVITY DR,,vista,49,CA,California,USA,United States,920818510,2X; 8W; A2,For-Profit Organization; Woman-Owned Business,,,N0002413C2307,CONT_AWD_N0002413C2307_9700_-NONE-_-NONE-,9700,,,AWARD,3.344628911E9,2020-11-06,C3NLZNSMU254,HUNTINGTON INGALLS INCORPORATED,"DDG 51 CLASS GUIDED MISSILE DESTROYER DDG 117, 119, 121, 123&125 - REVISED BILLING PRICE AND WEIGHTING FACTORS FOR 2ND QUARTER 2020",336611,336611 -- Ship Building and Repairing,1700,DEPT OF THE NAVY,N00024,NAVSEA HQ,9700,DEPT OF DEFENSE,1700,DEPT OF THE NAVY,N69316,SUP OF SHIPBUILDING CONV AND REPAIR,9700,DEPT OF DEFENSE,05242-01,HII-Ingalls,,,,DDG 125,1,DDG 117 / DDG 119 / DDG 121 / DDG 123 / DDG 125,5,Construction,Sep 2020 within DDG 125 construction window,Actual,,
CJF6S4UR1LM8,EVOQUA WATER TECHNOLOGIES LLC,Ingalls Shipbuilding,W1NCJ8ATWDN7,Evoqua Water Technologies Corp.,20700525,9e70224a-fcb9-11ef-8e2a-e7034f2d18cd,1166315-1,2020-10-01,2020-11-11,25926.4,08263-01  DDG125,725 WOOTEN RD,,colorado springs,05,CO,Colorado,USA,United States,809153517,2X; MF,For-Profit Organization; Manufacturer of Goods,,,N0002413C2307,CONT_AWD_N0002413C2307_9700_-NONE-_-NONE-,9700,,,AWARD,3.344628911E9,2020-11-06,C3NLZNSMU254,HUNTINGTON INGALLS INCORPORATED,"DDG 51 CLASS GUIDED MISSILE DESTROYER DDG 117, 119, 121, 123&125 - REVISED BILLING PRICE AND WEIGHTING FACTORS FOR 2ND QUARTER 2020",336611,336611 -- Ship Building and Repairing,1700,DEPT OF THE NAVY,N00024,NAVSEA HQ,9700,DEPT OF DEFENSE,1700,DEPT OF THE NAVY,N69316,SUP OF SHIPBUILDING CONV AND REPAIR,9700,DEPT OF DEFENSE,08263-01,HII-Ingalls,,,,DDG 125,1,DDG 117 / DDG 119 / DDG 121 / DDG 123 / DDG 125,5,Construction,Oct 2020 within DDG 125 construction window,Actual,,
KC78MF1CL9B8,KINNAMAN ELECTRIC INC,HUNTINGTON INGALLS INCORPORATED,,,20700912,a0a93236-fcb9-11ef-8e2a-e7034f2d18cd,1173140-1,2020-12-02,2021-02-02,30520.0,08031-01  DDG125,920 E ANAHEIM ST,,wilmington,36,CA,California,USA,United States,907443638,2X,For-Profit Organization,,,N0002413C2307,CONT_AWD_N0002413C2307_9700_-NONE-_-NONE-,9700,,,AWARD,3.344628911E9,2021-02-02,C3NLZNSMU254,HUNTINGTON INGALLS INCORPORATED,"CONSTRUCTION OF FY 15 ARLEIGH BURKE CLASS GUIDED MISSILE DESTROYER. PP-5362 CSE PURCHASE SPECIFICATION 324-12A 60HZ SWITCHBOARDS & LOAD CENTERS, 400HZ SWITCHBOARDS, CSE ECP 324-12A-C088 LABEL PLATE CLEANUP",336611,336611 -- Ship Building and Repairing,1700,DEPT OF THE NAVY,N00024,NAVSEA HQ,9700,DEPT OF DEFENSE,1700,DEPT OF THE NAVY,N69316,SUP OF SHIPBUILDING CONV AND REPAIR,9700,DEPT OF DEFENSE,08031-01,HII-Ingalls,,,,DDG 125,1,,0,Construction,Dec 2020 within DDG 125 construction window,Actual,,
EANJVKFHMSZ8,"GULF FASTENER, INC.",HUNTINGTON INGALLS INCORPORATED,,,20700608,9e70fe18-fcb9-11ef-8e2a-e7034f2d18cd,1176327-1,2021-01-08,2021-08-11,28512.0,05283-03  DDG125,267 BAY SHORE AVE,,mobile,01,AL,Alabama,USA,United States,366072068,2X; MF; XS,For-Profit Organization; Manufacturer of Goods; S Corporation,,,N0002413C2307,CONT_AWD_N0002413C2307_9700_-NONE-_-NONE-,9700,,,AWARD,3.344628911E9,2021-08-10,C3NLZNSMU254,HUNTINGTON INGALLS INCORPORATED,"WF-3553: REMOVE REQUIREMENTS TO APPLY COATING TO UTDS LATEX CONCRETE (ICP-3645)
FY16 SHIP DDG 123
FY17 SHIP DDG 125",336611,336611 -- Ship Building and Repairing,1700,DEPT OF THE NAVY,N00024,NAVSEA HQ,9700,DEPT OF DEFENSE,1700,DEPT OF THE NAVY,N69316,SUP OF SHIPBUILDING CONV AND REPAIR,9700,DEPT OF DEFENSE,05283-03,HII-Ingalls,,,,DDG 125,1,DDG 123 / DDG 125,2,Construction,Jan 2021 within DDG 125 construction window,Actual,,
EANJVKFHMSZ8,"GULF FASTENER, INC.",HUNTINGTON INGALLS INCORPORATED,,,20700609,9e710098-fcb9-11ef-8e2a-e7034f2d18cd,1180075-1,2021-02-12,2021-08-11,32333.0,05283-04  DDG125,267 BAY SHORE AVE,,mobile,01,AL,Alabama,USA,United States,366072068,2X; MF; XS,For-Profit Organization; Manufacturer of Goods; S Corporation,,,N0002413C2307,CONT_AWD_N0002413C2307_9700_-NONE-_-NONE-,9700,,,AWARD,3.344628911E9,2021-08-10,C3NLZNSMU254,HUNTINGTON INGALLS INCORPORATED,"WF-3553: REMOVE REQUIREMENTS TO APPLY COATING TO UTDS LATEX CONCRETE (ICP-3645)
FY16 SHIP DDG 123
FY17 SHIP DDG 125",336611,336611 -- Ship Building and Repairing,1700,DEPT OF THE NAVY,N00024,NAVSEA HQ,9700,DEPT OF DEFENSE,1700,DEPT OF THE NAVY,N69316,SUP OF SHIPBUILDING CONV AND REPAIR,9700,DEPT OF DEFENSE,05283-04,HII-Ingalls,,,,DDG 125,1,DDG 123 / DDG 125,2,Construction,Feb 2021 within DDG 125 construction window,Actual,,
G15JF2TNVBL6,SIGNET MARITIME CORPORATION,HUNTINGTON INGALLS INCORPORATED,G15JF2TNVBL6,SIGNET MARITIME CORPORATION,20701653,a0b1aff6-fcb9-11ef-8e2a-e7034f2d18cd,1179740-1,2021-03-05,2021-05-13,311000.0,Tug Services for DDG125,1300 POST OAK BLVD STE 600,,houston,07,TX,Texas,USA,United States,770563090,2X; A5; XS,For-Profit Organization; Veteran Owned Business; S Corporation,,,N0002413C2307,CONT_AWD_N0002413C2307_9700_-NONE-_-NONE-,9700,,,AWARD,3.344628911E9,2021-05-13,C3NLZNSMU254,HUNTINGTON INGALLS INCORPORATED,"NCI0731 SCN02607 FOR DDG 119 121 123 AND DDG 125 AND NCI0774 SCN50311 FOR DDG 125
CONSTRUCT FY17 DDG 51 CLASS GUIDED MISSILE DESTROYER DDG 119
CONSTRUCT FY15 DDG 51 CLASS GUIDED MISSILE DESTROYER DDG 121
CONSTRUCT FY16 DDG 51 CLASS GUIDED MISSILE DESTROYER DDG 123
CONSTRUCT FY17 DDG 51 CLASS GUIDED MISSILE DESTROYER DDG 125
CONSTRUCT FY17 DDG 51 CLASS GUIDED MISSILE DESTROYER DDG 125",336611,336611 -- Ship Building and Repairing,1700,DEPT OF THE NAVY,N00024,NAVSEA HQ,9700,DEPT OF DEFENSE,1700,DEPT OF THE NAVY,N69316,SUP OF SHIPBUILDING CONV AND REPAIR,9700,DEPT OF DEFENSE,,HII-Ingalls,,,,DDG 125,1,DDG 119 / DDG 121 / DDG 123 / DDG 125,4,Construction,Mar 2021 within DDG 125 construction window,Actual,,
FD69PPCVM2B8,"PASCAGOULA LAUNCH SERVICE, INC",HUNTINGTON INGALLS INCORPORATED,,,20701377,a0aeaff4-fcb9-11ef-8e2a-e7034f2d18cd,1182721-1,2021-03-09,2021-05-13,34100.0,Licensed Bar Pilots for DDG125,3309 FREDRICK ST STE 3,,pascagoula,04,MS,Mississippi,USA,United States,395674113,27; 2X; LJ,Self-Certified Small Disadvantaged Business; For-Profit Organization; Limited Liability Company,,,N0002413C2307,CONT_AWD_N0002413C2307_9700_-NONE-_-NONE-,9700,,,AWARD,3.344628911E9,2021-05-13,C3NLZNSMU254,HUNTINGTON INGALLS INCORPORATED,"NCI0731 SCN02607 FOR DDG 119 121 123 AND DDG 125 AND NCI0774 SCN50311 FOR DDG 125
CONSTRUCT FY17 DDG 51 CLASS GUIDED MISSILE DESTROYER DDG 119
CONSTRUCT FY15 DDG 51 CLASS GUIDED MISSILE DESTROYER DDG 121
CONSTRUCT FY16 DDG 51 CLASS GUIDED MISSILE DESTROYER DDG 123
CONSTRUCT FY17 DDG 51 CLASS GUIDED MISSILE DESTROYER DDG 125
CONSTRUCT FY17 DDG 51 CLASS GUIDED MISSILE DESTROYER DDG 125",336611,336611 -- Ship Building and Repairing,1700,DEPT OF THE NAVY,N00024,NAVSEA HQ,9700,DEPT OF DEFENSE,1700,DEPT OF THE NAVY,N69316,SUP OF SHIPBUILDING CONV AND REPAIR,9700,DEPT OF DEFENSE,,HII-Ingalls,,,,DDG 125,1,DDG 119 / DDG 121 / DDG 123 / DDG 125,4,Construction,Mar 2021 within DDG 125 construction window,Actual,,
H1PAVTLJBJ88,TYCO FIRE PRODUCTS LP,HUNTINGTON INGALLS INCORPORATED,XEQ3L57D2J24,JOHNSON CONTROLS INTERNATIONAL PUBLIC LIMITED COMPANY,21032024,c0fc443c-fcba-11ef-8e2a-e7034f2d18cd,1184277-1,2021-03-19,2021-05-13,40881.7,REBUY SO12 R-384662 / DDG125,1 STANTON ST,,marinette,08,WI,Wisconsin,USA,United States,541432542,2X; LJ; MF,For-Profit Organization; Limited Liability Company; Manufacturer of Goods,,,N0002418C2307,CONT_AWD_N0002418C2307_9700_-NONE-_-NONE-,9700,,,AWARD,5.353226021E9,2021-05-12,C3NLZNSMU254,HUNTINGTON INGALLS INCORPORATED,"CONSTRUCT FIRM HHIP FY18 DDG 51 CLASS GUIDED MISSILE DESTROYER DDG129
CONSTRUCT FIRM HHIP FY19 DDG 51 CLASS GUIDED MISSILE DESTROYER DDG131
CONSTRUCT FIRM HHIP 1 FY20 DDG 51 CLASS GUIDED MISSILE DESTROYER DDG133
CONSTRUCT FIRM HHIP 1 FY20 DDG 51 CLASS GUIDED MISSILE DESTROYER DDG135
CONSTRUCT FIRM HHIP FY21 DDG 51 CLASS GUIDED MISSILE DESTROYER DDG137
CONSTRUCT FIRM HHIP FY22 DDG 51 CLASS GUIDED MISSILE DESTROYER DDG139",336611,336611 -- Ship Building and Repairing,1700,DEPT OF THE NAVY,N00024,NAVSEA HQ,9700,DEPT OF DEFENSE,1700,DEPT OF THE NAVY,N69316,SUP OF SHIPBUILDING CONV AND REPAIR,9700,DEPT OF DEFENSE,,HII-Ingalls,,,,DDG 125,1,DDG 129 / DDG 131 / DDG 133 / DDG 135 / DDG 137 / DDG 139,6,,,,,
Q35JL9GFCAK3,"MAROTTA CONTROLS, INC.",HUNTINGTON INGALLS INCORPORATED,Q35JL9GFCAK3,"MAROTTA CONTROLS, INC.",20701060,a0aaecf2-fcb9-11ef-8e2a-e7034f2d18cd,1119082-2,2021-03-23,2021-05-13,37654.84,RPR NCR 340459 R373365 DDG125,78 BOONTON AVE,,montville,11,NJ,New Jersey,USA,United States,07045,2X; MF,For-Profit Organization; Manufacturer of Goods,,,N0002413C2307,CONT_AWD_N0002413C2307_9700_-NONE-_-NONE-,9700,,,AWARD,3.344628911E9,2021-05-13,C3NLZNSMU254,HUNTINGTON INGALLS INCORPORATED,"NCI0731 SCN02607 FOR DDG 119 121 123 AND DDG 125 AND NCI0774 SCN50311 FOR DDG 125
CONSTRUCT FY17 DDG 51 CLASS GUIDED MISSILE DESTROYER DDG 119
CONSTRUCT FY15 DDG 51 CLASS GUIDED MISSILE DESTROYER DDG 121
CONSTRUCT FY16 DDG 51 CLASS GUIDED MISSILE DESTROYER DDG 123
CONSTRUCT FY17 DDG 51 CLASS GUIDED MISSILE DESTROYER DDG 125
CONSTRUCT FY17 DDG 51 CLASS GUIDED MISSILE DESTROYER DDG 125",336611,336611 -- Ship Building and Repairing,1700,DEPT OF THE NAVY,N00024,NAVSEA HQ,9700,DEPT OF DEFENSE,1700,DEPT OF THE NAVY,N69316,SUP OF SHIPBUILDING CONV AND REPAIR,9700,DEPT OF DEFENSE,,HII-Ingalls,,,,DDG 125,1,DDG 119 / DDG 121 / DDG 123 / DDG 125,4,Construction,Mar 2021 within DDG 125 construction window,Actual,,
KNEFNMWXBK39,JO-KELL INC.,HUNTINGTON INGALLS INCORPORATED,KNEFNMWXBK39,JO-KELL INC.,20700842,a0a870d0-fcb9-11ef-8e2a-e7034f2d18cd,1182273-1,2021-03-24,2021-05-13,198116.01,08254-01  DDG125,628 INNOVATION DR,,chesapeake,04,VA,Virginia,USA,United States,233203846,2X; 8W; A2,For-Profit Organization; Woman-Owned Business,,,N0002413C2307,CONT_AWD_N0002413C2307_9700_-NONE-_-NONE-,9700,,,AWARD,3.344628911E9,2021-05-13,C3NLZNSMU254,HUNTINGTON INGALLS INCORPORATED,"NCI0731 SCN02607 FOR DDG 119 121 123 AND DDG 125 AND NCI0774 SCN50311 FOR DDG 125
CONSTRUCT FY17 DDG 51 CLASS GUIDED MISSILE DESTROYER DDG 119
CONSTRUCT FY15 DDG 51 CLASS GUIDED MISSILE DESTROYER DDG 121
CONSTRUCT FY16 DDG 51 CLASS GUIDED MISSILE DESTROYER DDG 123
CONSTRUCT FY17 DDG 51 CLASS GUIDED MISSILE DESTROYER DDG 125
CONSTRUCT FY17 DDG 51 CLASS GUIDED MISSILE DESTROYER DDG 125",336611,336611 -- Ship Building and Repairing,1700,DEPT OF THE NAVY,N00024,NAVSEA HQ,9700,DEPT OF DEFENSE,1700,DEPT OF THE NAVY,N69316,SUP OF SHIPBUILDING CONV AND REPAIR,9700,DEPT OF DEFENSE,08254-01,HII-Ingalls,,,,DDG 125,1,DDG 119 / DDG 121 / DDG 123 / DDG 125,4,Construction,Mar 2021 within DDG 125 construction window,Actual,,
HLFDNJU7KXJ1,BOGUE SYSTEMS INC.,HUNTINGTON INGALLS INCORPORATED,,,20699992,9e6a061c-fcb9-11ef-8e2a-e7034f2d18cd,1187915-1,2021-04-19,2021-08-11,143700.0,REBUY S012 R- 392663 DDG125,100 PENNSYLVANIA AVE,,paterson,09,NJ,New Jersey,USA,United States,075032510,2X; 8W; A2; MF,For-Profit Organization; Woman-Owned Business; Manufacturer of Goods,,,N0002413C2307,CONT_AWD_N0002413C2307_9700_-NONE-_-NONE-,9700,,,AWARD,3.344628911E9,2021-08-10,C3NLZNSMU254,HUNTINGTON INGALLS INCORPORATED,"WF-3553: REMOVE REQUIREMENTS TO APPLY COATING TO UTDS LATEX CONCRETE (ICP-3645)
FY16 SHIP DDG 123
FY17 SHIP DDG 125",336611,336611 -- Ship Building and Repairing,1700,DEPT OF THE NAVY,N00024,NAVSEA HQ,9700,DEPT OF DEFENSE,1700,DEPT OF THE NAVY,N69316,SUP OF SHIPBUILDING CONV AND REPAIR,9700,DEPT OF DEFENSE,,HII-Ingalls,,,,DDG 125,1,DDG 123 / DDG 125,2,Construction,Apr 2021 within DDG 125 construction window,Actual,,
NQKEVF8KEMP1,PIVOTAL POWER INC,HUNTINGTON INGALLS INCORPORATED,W8PTMRME1496,LEONARDO SPA,20701433,a0af41bc-fcb9-11ef-8e2a-e7034f2d18cd,1187618-1,2021-04-19,2021-08-11,49605.0,08404-01 (DDG125),150 BLUEWATER RD,,bedford,,ZZ,Non-US,CA,Canada,B4B 1G9,2X; MF,For-Profit Organization; Manufacturer of Goods,,,N0002413C2307,CONT_AWD_N0002413C2307_9700_-NONE-_-NONE-,9700,,,AWARD,3.344628911E9,2021-08-10,C3NLZNSMU254,HUNTINGTON INGALLS INCORPORATED,"WF-3553: REMOVE REQUIREMENTS TO APPLY COATING TO UTDS LATEX CONCRETE (ICP-3645)
FY16 SHIP DDG 123
FY17 SHIP DDG 125",336611,336611 -- Ship Building and Repairing,1700,DEPT OF THE NAVY,N00024,NAVSEA HQ,9700,DEPT OF DEFENSE,1700,DEPT OF THE NAVY,N69316,SUP OF SHIPBUILDING CONV AND REPAIR,9700,DEPT OF DEFENSE,08404-01,HII-Ingalls,,,,DDG 125,1,DDG 123 / DDG 125,2,Construction,Apr 2021 within DDG 125 construction window,Actual,,
PQGNEEY9W5M3,NORTHROP GRUMMAN SYSTEMS CORPORATION,HUNTINGTON INGALLS INCORPORATED,NKVZLJL93QT6,NORTHROP GRUMMAN CORPORATION,21031680,c002150c-fcba-11ef-8e2a-e7034f2d18cd,1188956-1,2021-04-26,2021-08-11,25621.28,REBUY S012 T- 384684 DDG125,1070 SEMINOLE TRL,,charlottesville,05,VA,Virginia,USA,United States,229012827,2X; MF,For-Profit Organization; Manufacturer of Goods,,,N0002418C2307,CONT_AWD_N0002418C2307_9700_-NONE-_-NONE-,9700,,,AWARD,6.39969635085E9,2021-08-05,C3NLZNSMU254,HUNTINGTON INGALLS INCORPORATED,"WF-3547R1 - INSTALL STAINLESS STEEL SHEATHING IN COMMANDING OFFICER BATH WF-3549C1 - REPLACE VEGA TDR/RADAR TLI DUE TO OBSOLESCENCE
CONSTRUCT FY18 DDG 51 CLASS GUIDED MISSILE DESTROYER DDG128
CONSTRUCT FIRM SHIP 2 FY18 DDG 51 CLASS GUIDED MISSILE DESTROYER DDG129
CONSTRUCT FIRM SHIP FY19 DDG 51 CLASS GUIDED MISSILE DESTROYER DDG131
CONSTRUCT FIRM SHIP 1 FY20 DDG 51 CLASS GUIDED MISSILE DESTROYER DDG133
CONSTRUCT OPTION SHIP FY20 DDG 51 CLASS GUIDED MISSILE DESTROYER DDG135
CONSTRUCT FIRM SHIP FY21 DDG CLASS GUIDED MISSILE DESTROYER DDG137
CONSTRUCT FIRM SHIP FY22 DDG CLASS GUIDED MISSILE DESTROYER
CONSTRUCT FIRM HHIP FY21 DDG 51 CLASS GUIDED MISSILE DESTROYER DDG137
CONSTRUCT FIRM HHIP FY22 DDG 51 CLASS GUIDED MISSILE DESTROYER DDG139",336611,336611 -- Ship Building and Repairing,1700,DEPT OF THE NAVY,N00024,NAVSEA HQ,9700,DEPT OF DEFENSE,1700,DEPT OF THE NAVY,N69316,SUP OF SHIPBUILDING CONV AND REPAIR,9700,DEPT OF DEFENSE,,HII-Ingalls,,,,DDG 125,1,DDG 128 / DDG 129 / DDG 131 / DDG 133 / DDG 135 / DDG 137 / DDG 139,7,,,,,
DV6YQV71ME11,Mar-Vac Products Inc,HUNTINGTON INGALLS INCORPORATED,,,21031425,bffeeba2-fcba-11ef-8e2a-e7034f2d18cd,1192999-1,2021-05-28,2021-08-10,34500.0,REBUY S012 T 382328 DDG125,10000 SE Pine St,,portland,03,OR,Oregon,USA,United States,972162350,,,,,N0002418C2307,CONT_AWD_N0002418C2307_9700_-NONE-_-NONE-,9700,,,AWARD,6.39969635085E9,2021-08-05,C3NLZNSMU254,HUNTINGTON INGALLS INCORPORATED,"WF-3547R1 - INSTALL STAINLESS STEEL SHEATHING IN COMMANDING OFFICER BATH WF-3549C1 - REPLACE VEGA TDR/RADAR TLI DUE TO OBSOLESCENCE
CONSTRUCT FY18 DDG 51 CLASS GUIDED MISSILE DESTROYER DDG128
CONSTRUCT FIRM SHIP 2 FY18 DDG 51 CLASS GUIDED MISSILE DESTROYER DDG129
CONSTRUCT FIRM SHIP FY19 DDG 51 CLASS GUIDED MISSILE DESTROYER DDG131
CONSTRUCT FIRM SHIP 1 FY20 DDG 51 CLASS GUIDED MISSILE DESTROYER DDG133
CONSTRUCT OPTION SHIP FY20 DDG 51 CLASS GUIDED MISSILE DESTROYER DDG135
CONSTRUCT FIRM SHIP FY21 DDG CLASS GUIDED MISSILE DESTROYER DDG137
CONSTRUCT FIRM SHIP FY22 DDG CLASS GUIDED MISSILE DESTROYER
CONSTRUCT FIRM HHIP FY21 DDG 51 CLASS GUIDED MISSILE DESTROYER DDG137
CONSTRUCT FIRM HHIP FY22 DDG 51 CLASS GUIDED MISSILE DESTROYER DDG139",336611,336611 -- Ship Building and Repairing,1700,DEPT OF THE NAVY,N00024,NAVSEA HQ,9700,DEPT OF DEFENSE,1700,DEPT OF THE NAVY,N69316,SUP OF SHIPBUILDING CONV AND REPAIR,9700,DEPT OF DEFENSE,,HII-Ingalls,,,,DDG 125,1,DDG 128 / DDG 129 / DDG 131 / DDG 133 / DDG 135 / DDG 137 / DDG 139,7,,,,,
